,Dc_Dist,Psa,Dispatch_Date_Time,Dispatch_Date,Dispatch_Time,Hour,Dc_Key,Location_Block,UCR_General,Text_General_Code,Police_Districts,Month,Lon,Lat,Year_Nr,Month_Nr,Day_Nr,Close to Campus,Closest College
1184493,12,2,2015-04-01 12:00:00,2015-04-01,12:00:00,12,201512024220,2100 BLOCK SHIELDS ST,300.0,Robbery Firearm,9,2015-04,-75.236792,39.924733,2015,4,1,No,
570031,25,3,2015-04-01 12:41:00,2015-04-01,12:41:00,12,201525024470,400 BLOCK W INDIANA AVE,400.0,Aggravated Assault Firearm,18,2015-04,-75.137443,39.996485,2015,4,1,No,
935602,19,1,2015-04-01 16:38:00,2015-04-01,16:38:00,16,201519028985,6300 BLOCK OVERBROOK AVE,400.0,Aggravated Assault Firearm,15,2015-04,-75.249882,39.988302,2015,4,1,Yes,Saint Joseph's University
6990,22,4,2015-04-01 17:07:00,2015-04-01,17:07:00,17,201522027837,N BAILEY ST / CECIL B MOORE AV,300.0,Robbery Firearm,16,2015-04,-75.178073,39.981304,2015,4,1,No,
88352,22,4,2015-04-01 19:07:00,2015-04-01,19:07:00,19,201522027862,1200 BLOCK N HOLLYWOOD ST,1500.0,Weapon Violations,16,2015-04,-75.183852,39.975436,2015,4,1,No,
1463185,39,3,2015-04-01 19:26:00,2015-04-01,19:26:00,19,201539024755,3100 BLOCK N 28TH ST,400.0,Aggravated Assault Firearm,21,2015-04,-75.17538,40.003813,2015,4,1,No,
1462298,15,3,2015-04-01 19:27:00,2015-04-01,19:27:00,19,201515029191,4300 BLOCK VISTA ST,300.0,Robbery Firearm,11,2015-04,-75.03491,40.035918,2015,4,1,No,
130271,24,1,2015-04-01 21:18:00,2015-04-01,21:18:00,21,201524027486,1800 BLOCK E WENSLEY ST,300.0,Robbery Firearm,17,2015-04,-75.109858,39.998372,2015,4,1,No,
1488484,14,1,2015-04-01 21:36:00,2015-04-01,21:36:00,21,201514024121,6300 BLOCK E WISTER ST,1500.0,Weapon Violations,10,2015-04,-75.157928,40.050415,2015,4,1,No,
223128,25,3,2015-04-01 22:03:00,2015-04-01,22:03:00,22,201525024636,2800 BLOCK HOPE ST,1500.0,Weapon Violations,18,2015-04,-75.131119,39.992723,2015,4,1,No,
1247369,24,2,2015-04-01 22:25:00,2015-04-01,22:25:00,22,201524027523,2900 BLOCK RUTH ST,400.0,Aggravated Assault Firearm,17,2015-04,-75.119958,39.99233,2015,4,1,No,
88363,22,4,2015-04-01 22:50:00,2015-04-01,22:50:00,22,201522027960,2400 BLOCK JEFFERSON ST,1500.0,Weapon Violations,16,2015-04,-75.174882,39.977926,2015,4,1,No,
1204196,14,1,2015-04-01 23:43:00,2015-04-01,23:43:00,23,201514024177,1400 BLOCK E WASHINGTON LN,300.0,Robbery Firearm,10,2015-04,-75.16537,40.059559,2015,4,1,No,
7001,22,2,2015-04-02 00:08:00,2015-04-02,00:08:00,0,201522027982,2500 BLOCK N 29TH ST,300.0,Robbery Firearm,16,2015-04,-75.179294,39.994025,2015,4,2,No,
1852991,14,1,2015-04-02 00:24:00,2015-04-02,00:24:00,0,201514024178,1500 BLOCK E TULPEHOCKEN ST,300.0,Robbery Firearm,10,2015-04,-75.161645,40.060099,2015,4,2,No,
1839095,17,3,2015-04-02 00:45:00,2015-04-02,00:45:00,0,201517013001,1700 BLOCK S BANCROFT ST,300.0,Robbery Firearm,13,2015-04,-75.172495,39.929723,2015,4,2,No,
1835665,1,1,2015-04-02 03:47:00,2015-04-02,03:47:00,3,201501011181,2100 BLOCK S 20TH ST,300.0,Robbery Firearm,1,2015-04,-75.179307,39.925585,2015,4,2,No,
1488496,14,2,2015-04-02 10:46:00,2015-04-02,10:46:00,10,201514024279,E WISTER ST / BELFIELD AV,1500.0,Weapon Violations,10,2015-04,-75.158376,40.036694,2015,4,2,Yes,La Salle University
375252,35,3,2015-04-02 11:20:00,2015-04-02,11:20:00,11,201535025701,1500 BLOCK WIDENER PL,1500.0,Weapon Violations,20,2015-04,-75.145368,40.043833,2015,4,2,No,
1204208,14,1,2015-04-02 12:22:00,2015-04-02,12:22:00,12,201514024337,LIMEKILN PIKE / E WASHINGTON LA,300.0,Robbery Firearm,10,2015-04,-75.158295,40.066965,2015,4,2,No,
1247380,24,1,2015-04-02 12:48:00,2015-04-02,12:48:00,12,201524027659,3400 BLOCK JASPER ST,400.0,Aggravated Assault Firearm,17,2015-04,-75.106788,39.99808,2015,4,2,No,
1417371,25,4,2015-04-02 14:05:00,2015-04-02,14:05:00,14,201525024864,2800 BLOCK N DARIEN ST,400.0,Aggravated Assault Firearm,18,2015-04,-75.145269,39.994436,2015,4,2,No,
302463,24,1,2015-04-02 17:37:00,2015-04-02,17:37:00,17,201524027774,3200 BLOCK KENSINGTON AVE,1500.0,Weapon Violations,17,2015-04,-75.11337,39.996571,2015,4,2,No,
1134414,22,4,2015-04-02 17:50:00,2015-04-02,17:50:00,17,201522028172,2500 BLOCK JEFFERSON ST,400.0,Aggravated Assault Firearm,16,2015-04,-75.176337,39.97811,2015,4,2,No,
1134524,22,4,2015-04-02 17:50:00,2015-04-02,17:50:00,17,201522028173,2500 BLOCK JEFFERSON ST,400.0,Aggravated Assault Firearm,16,2015-04,-75.176337,39.97811,2015,4,2,No,
1445200,35,2,2015-04-02 18:21:00,2015-04-02,18:21:00,18,201535025822,200 BLOCK E FISHER AVE,400.0,Aggravated Assault Firearm,20,2015-04,-75.119667,40.030425,2015,4,2,No,
801208,39,1,2015-04-02 20:17:00,2015-04-02,20:17:00,20,201539025136,5100 BLOCK KEYSER ST,400.0,Aggravated Assault Firearm,21,2015-04,-75.169648,40.027711,2015,4,2,No,
457864,19,1,2015-04-02 20:33:00,2015-04-02,20:33:00,20,201519029635,500 BLOCK N 63RD ST 1,300.0,Robbery Firearm,15,2015-04,-75.245195,39.970472,2015,4,2,No,
1797320,3,2,2015-04-02 21:50:00,2015-04-02,21:50:00,21,201503019716,1300 BLOCK S 04TH ST,400.0,Aggravated Assault Firearm,3,2015-04,-75.151462,39.931617,2015,4,2,No,
843574,3,3,2015-04-02 22:00:00,2015-04-02,22:00:00,22,201503019712,2600 BLOCK S 07TH ST,1500.0,Weapon Violations,3,2015-04,-75.159611,39.916642,2015,4,2,No,
375263,35,1,2015-04-02 23:20:00,2015-04-02,23:20:00,23,201535025910,6000 BLOCK N FRONT ST,1500.0,Weapon Violations,20,2015-04,-75.120158,40.041448,2015,4,2,No,
1439412,12,2,2015-04-02 23:20:00,2015-04-02,23:20:00,23,201512024818,1900 BLOCK S 65TH ST,1500.0,Weapon Violations,9,2015-04,-75.237885,39.928507,2015,4,2,No,
1441782,26,1,2015-04-02 23:44:00,2015-04-02,23:44:00,23,201526016006,2200 BLOCK HOPE ST,400.0,Aggravated Assault Firearm,19,2015-04,-75.132944,39.983641,2015,4,2,No,
1134743,22,1,2015-04-03 01:24:00,2015-04-03,01:24:00,1,201522028355,2300 BLOCK N PARK AVE,400.0,Aggravated Assault Firearm,16,2015-04,-75.154461,39.988443,2015,4,3,No,
1134633,22,1,2015-04-03 02:04:00,2015-04-03,02:04:00,2,201522028354,2300 BLOCK N PARK AVE,400.0,Aggravated Assault Firearm,16,2015-04,-75.154461,39.988443,2015,4,3,No,
202467,35,2,2015-04-03 03:16:00,2015-04-03,03:16:00,3,201535025945,4900 BLOCK N BROAD ST,300.0,Robbery Firearm,20,2015-04,-75.147071,40.028664,2015,4,3,No,
800509,26,3,2015-04-03 03:46:00,2015-04-03,03:46:00,3,201526016039,1100 BLOCK E SUSQUEHANNA AVE,300.0,Robbery Firearm,19,2015-04,-75.12477,39.97195,2015,4,3,No,
308560,17,1,2015-04-03 04:49:00,2015-04-03,04:49:00,4,201517013250,2100 BLOCK LOMBARD ST,300.0,Robbery Firearm,13,2015-04,-75.178194,39.946223,2015,4,3,No,
88374,22,1,2015-04-03 05:33:00,2015-04-03,05:33:00,5,201522028378,2300 BLOCK N PARK AVE,1500.0,Weapon Violations,16,2015-04,-75.154461,39.988443,2015,4,3,No,
1988188,12,2,2015-04-03 06:40:00,2015-04-03,06:40:00,6,201512024875,7000 BLOCK GRAYS AVE,400.0,Aggravated Assault Firearm,9,2015-04,-75.239602,39.917796,2015,4,3,No,
1367514,2,2,2015-04-03 11:34:00,2015-04-03,11:34:00,11,201502020307,6400 BLOCK SHELBOURNE ST,300.0,Robbery Firearm,2,2015-04,-75.097713,40.05164,2015,4,3,No,
1945953,2,2,2015-04-03 15:01:00,2015-04-03,15:01:00,15,201502020340,6300 BLOCK RISING SUN AVE,300.0,Robbery Firearm,2,2015-04,-75.095706,40.049581,2015,4,3,No,
378015,22,1,2015-04-03 17:36:00,2015-04-03,17:36:00,17,201522028525,1700 BLOCK DIAMOND ST,1500.0,Weapon Violations,16,2015-04,-75.161441,39.985313,2015,4,3,No,
277590,15,2,2015-04-03 19:10:00,2015-04-03,19:10:00,19,201515029945,4800 BLOCK MAGEE ST,400.0,Aggravated Assault Firearm,11,2015-04,-75.047541,40.022262,2015,4,3,No,
277701,15,3,2015-04-03 19:14:00,2015-04-03,19:14:00,19,201515029953,4800 BLOCK RAWLE ST,400.0,Aggravated Assault Firearm,11,2015-04,-75.043941,40.022833,2015,4,3,No,
1797331,3,3,2015-04-03 19:22:00,2015-04-03,19:22:00,19,201503019902,2000 BLOCK S DARIEN ST,400.0,Aggravated Assault Firearm,3,2015-04,-75.160547,39.923796,2015,4,3,No,
39151,14,2,2015-04-03 20:44:00,2015-04-03,20:44:00,20,201514024901,6400 BLOCK MUSGRAVE ST,400.0,Aggravated Assault Firearm,10,2015-04,-75.177517,40.050606,2015,4,3,No,
1488507,14,1,2015-04-03 21:25:00,2015-04-03,21:25:00,21,201514024908,5800 BLOCK CRITTENDEN ST,1500.0,Weapon Violations,10,2015-04,-75.159154,40.053406,2015,4,3,No,
7012,22,1,2015-04-03 22:12:00,2015-04-03,22:12:00,22,201522028658,2200 BLOCK N BANCROFT ST,300.0,Robbery Firearm,16,2015-04,-75.159826,39.987958,2015,4,3,No,
1184504,12,3,2015-04-03 22:28:00,2015-04-03,22:28:00,22,201512025130,6500 BLOCK WHEELER ST,300.0,Robbery Firearm,9,2015-04,-75.231257,39.922936,2015,4,3,No,
1494080,15,3,2015-04-03 23:35:00,2015-04-03,23:35:00,23,201515030024,3500 BLOCK VISTA ST,1500.0,Weapon Violations,11,2015-04,-75.038373,40.039636,2015,4,3,No,
1462309,15,2,2015-04-03 23:42:00,2015-04-03,23:42:00,23,201515030028,5500 BLOCK TORRESDALE AVE,300.0,Robbery Firearm,11,2015-04,-75.065021,40.014732,2015,4,3,No,
1494091,15,3,2015-04-03 23:55:00,2015-04-03,23:55:00,23,201515030025,3500 BLOCK VISTA ST,1500.0,Weapon Violations,11,2015-04,-75.038373,40.039636,2015,4,3,No,
1961059,18,1,2015-04-04 00:26:00,2015-04-04,00:26:00,0,201518020260,800 BLOCK S ALDEN ST,300.0,Robbery Firearm,14,2015-04,-75.238396,39.947566,2015,4,4,No,
385529,39,3,2015-04-04 01:25:00,2015-04-04,01:25:00,1,201539025568,N 19TH ST / W SOMERSET ST,1500.0,Weapon Violations,21,2015-04,-75.162188,39.996567,2015,4,4,No,
385518,39,3,2015-04-04 01:46:00,2015-04-04,01:46:00,1,201539025562,N 19TH ST / W SOMERSET ST,1500.0,Weapon Violations,21,2015-04,-75.162188,39.996567,2015,4,4,No,
1462321,15,1,2015-04-04 02:58:00,2015-04-04,02:58:00,2,201515030078,2100 BLOCK BRIDGE ST,300.0,Robbery Firearm,11,2015-04,-75.070091,40.012146,2015,4,4,No,
1439423,12,3,2015-04-04 03:20:00,2015-04-04,03:20:00,3,201512025227,6400 BLOCK GLENMORE AVE,1500.0,Weapon Violations,9,2015-04,-75.230898,39.924526,2015,4,4,No,
1988299,12,3,2015-04-04 05:27:00,2015-04-04,05:27:00,5,201512025238,6400 BLOCK GLENMORE AVE,400.0,Aggravated Assault Firearm,9,2015-04,-75.230898,39.924526,2015,4,4,No,
1988410,12,3,2015-04-04 05:50:00,2015-04-04,05:50:00,5,201512025240,6500 BLOCK GLENMORE AVE,400.0,Aggravated Assault Firearm,9,2015-04,-75.233287,39.922923,2015,4,4,No,
1988521,12,3,2015-04-04 05:50:00,2015-04-04,05:50:00,5,201512025241,6500 BLOCK GLENMORE AVE,400.0,Aggravated Assault Firearm,9,2015-04,-75.233287,39.922923,2015,4,4,No,
1441793,26,1,2015-04-04 11:19:00,2015-04-04,11:19:00,11,201526016273,900 BLOCK W YORK ST,400.0,Aggravated Assault Firearm,19,2015-04,-75.147499,39.988296,2015,4,4,No,
385540,39,2,2015-04-04 13:26:00,2015-04-04,13:26:00,13,201539025690,3700 BLOCK N CARLISLE ST,1500.0,Weapon Violations,21,2015-04,-75.152192,40.00942,2015,4,4,Yes,Temple University
668130,18,2,2015-04-04 13:53:00,2015-04-04,13:53:00,13,201518020394,700 BLOCK S 56TH ST,400.0,Aggravated Assault Firearm,14,2015-04,-75.235387,39.94919,2015,4,4,No,
1417382,25,1,2015-04-04 15:47:00,2015-04-04,15:47:00,15,201525025576,1300 BLOCK W BUTLER ST,400.0,Aggravated Assault Firearm,18,2015-04,-75.148736,40.010527,2015,4,4,No,
935713,19,3,2015-04-04 17:13:00,2015-04-04,17:13:00,17,201519030325,2100 BLOCK N 57TH ST,400.0,Aggravated Assault Firearm,15,2015-04,-75.237352,39.987039,2015,4,4,No,
1980762,19,3,2015-04-04 18:32:00,2015-04-04,18:32:00,18,201519030350,1700 BLOCK N LINDENWOOD ST,1500.0,Weapon Violations,15,2015-04,-75.226945,39.980451,2015,4,4,No,
358087,12,3,2015-04-04 18:34:00,2015-04-04,18:34:00,18,201512025367,5900 BLOCK LINDBERGH BLVD,300.0,Robbery Firearm,9,2015-04,-75.220851,39.925936,2015,4,4,No,
1980773,19,3,2015-04-04 18:52:00,2015-04-04,18:52:00,18,201519030351,1700 BLOCK N LINDENWOOD ST,1500.0,Weapon Violations,15,2015-04,-75.226945,39.980451,2015,4,4,No,
323066,14,3,2015-04-04 20:34:00,2015-04-04,20:34:00,20,201514025258,0 BLOCK W HORTTER ST,400.0,Aggravated Assault Firearm,10,2015-04,-75.184647,40.050401,2015,4,4,No,
1910636,6,1,2015-04-04 21:53:00,2015-04-04,21:53:00,21,201506014903,1300 BLOCK BROWN ST,300.0,Robbery Firearm,5,2015-04,-75.15858,39.967671,2015,4,4,No,
323077,14,4,2015-04-04 21:55:00,2015-04-04,21:55:00,21,201514025280,900 BLOCK MC PHERSON ST,400.0,Aggravated Assault Firearm,10,2015-04,-75.185646,40.071397,2015,4,4,No,
1488518,14,4,2015-04-04 22:30:00,2015-04-04,22:30:00,22,201514025282,8500 BLOCK STENTON AVE,1500.0,Weapon Violations,10,2015-04,-75.202456,40.08071,2015,4,4,No,
467027,16,2,2015-04-05 00:27:00,2015-04-05,00:27:00,0,201516014059,4900 BLOCK HOOPES ST,400.0,Aggravated Assault Firearm,12,2015-04,-75.219452,39.968233,2015,4,5,No,
223139,25,4,2015-04-05 01:44:00,2015-04-05,01:44:00,1,201525025741,800 BLOCK W ERIE AVE,1500.0,Weapon Violations,18,2015-04,-75.141887,40.008008,2015,4,5,No,
1204219,14,1,2015-04-05 01:56:00,2015-04-05,01:56:00,1,201514025337,STENTON AV / E WASHINGTON LN S,300.0,Robbery Firearm,10,2015-04,-75.165455,40.059551,2015,4,5,No,
1462332,15,1,2015-04-05 03:40:00,2015-04-05,03:40:00,3,201515030475,5100 BLOCK DITMAN ST,300.0,Robbery Firearm,11,2015-04,-75.072284,40.014093,2015,4,5,No,
1417393,25,4,2015-04-05 03:54:00,2015-04-05,03:54:00,3,201525025763,3400 BLOCK N MARSHALL ST,400.0,Aggravated Assault Firearm,18,2015-04,-75.140637,40.003506,2015,4,5,No,
1445211,35,3,2015-04-05 13:53:00,2015-04-05,13:53:00,13,201535026561,6200 BLOCK N 21ST ST,400.0,Aggravated Assault Firearm,20,2015-04,-75.155397,40.050487,2015,4,5,No,
374609,19,2,2015-04-05 17:53:00,2015-04-05,17:53:00,17,201519030656,200 BLOCK SICKELS WAY,400.0,Aggravated Assault Firearm,15,2015-04,-75.229662,39.965031,2015,4,5,No,
39262,14,2,2015-04-05 19:08:00,2015-04-05,19:08:00,19,201514025501,0 BLOCK E GARFIELD ST,400.0,Aggravated Assault Firearm,10,2015-04,-75.163304,40.030304,2015,4,5,No,
308849,24,1,2015-04-05 19:09:00,2015-04-05,19:09:00,19,201524028927,1100 BLOCK E LUZERNE ST,300.0,Robbery Firearm,17,2015-04,-75.104925,40.00794,2015,4,5,No,
88385,22,3,2015-04-05 20:21:00,2015-04-05,20:21:00,20,201522029330,900 BLOCK N 11TH ST,1500.0,Weapon Violations,16,2015-04,-75.154538,39.969246,2015,4,5,No,
1417404,25,4,2015-04-05 20:49:00,2015-04-05,20:49:00,20,201525025969,1100 BLOCK W ALLEGHENY AVE,400.0,Aggravated Assault Firearm,18,2015-04,-75.147805,40.000915,2015,4,5,No,
1445222,35,3,2015-04-05 21:21:00,2015-04-05,21:21:00,21,201535026653,OGONTZ / CHAMPLOST ST,400.0,Aggravated Assault Firearm,20,2015-04,-75.149649,40.044989,2015,4,5,No,
935823,19,2,2015-04-05 21:50:00,2015-04-05,21:50:00,21,201519030722,200 BLOCK SICKELS WAY,400.0,Aggravated Assault Firearm,15,2015-04,-75.229662,39.965031,2015,4,5,No,
385551,39,2,2015-04-05 23:22:00,2015-04-05,23:22:00,23,201539026093,4400 BLOCK GERMANTOWN AVE,1500.0,Weapon Violations,21,2015-04,-75.157585,40.021214,2015,4,5,No,
825462,12,4,2015-04-05 23:59:00,2015-04-05,23:59:00,0,201512025773,5400 BLOCK WILLOWS AVE,100.0,Homicide - Criminal,9,2015-04,-75.228235,39.944052,2015,4,5,No,
808060,18,3,2015-04-06 06:37:00,2015-04-06,06:37:00,6,201518020764,4600 BLOCK PASCHALL AVE,400.0,Aggravated Assault Firearm,14,2015-04,-75.207649,39.942429,2015,4,6,No,
374397,18,2,2015-04-06 06:54:00,2015-04-06,06:54:00,6,201518020768,5500 BLOCK ADDISON ST,400.0,Aggravated Assault Firearm,14,2015-04,-75.233088,39.953415,2015,4,6,No,
202481,35,3,2015-04-06 06:57:00,2015-04-06,06:57:00,6,201535026728,5700 BLOCK KEMBLE AVE,300.0,Robbery Firearm,20,2015-04,-75.151586,40.04063,2015,4,6,No,
935934,19,1,2015-04-06 07:09:00,2015-04-06,07:09:00,7,201519030792,6600 BLOCK MALVERN AVE,400.0,Aggravated Assault Firearm,15,2015-04,-75.253464,39.979497,2015,4,6,No,
1417415,25,4,2015-04-06 10:22:00,2015-04-06,10:22:00,10,201525026070,3600 BLOCK N MARVINE ST,400.0,Aggravated Assault Firearm,18,2015-04,-75.146953,40.007592,2015,4,6,No,
186163,25,4,2015-04-06 10:26:00,2015-04-06,10:26:00,10,201525026068,1300 BLOCK W SOMERSET ST,300.0,Robbery Firearm,18,2015-04,-75.152081,39.995213,2015,4,6,No,
7023,22,3,2015-04-06 10:35:00,2015-04-06,10:35:00,10,201522029483,1400 BLOCK WILLINGTON ST,300.0,Robbery Firearm,2,2015-04,-75.068919,40.050838,2015,4,6,No,
202492,35,1,2015-04-06 13:54:00,2015-04-06,13:54:00,13,201535026821,6000 BLOCK N 10TH ST,300.0,Robbery Firearm,20,2015-04,-75.13632,40.044699,2015,4,6,No,
130282,24,2,2015-04-06 14:36:00,2015-04-06,14:36:00,14,201524029127,2800 BLOCK FRANKFORD AVE,300.0,Robbery Firearm,17,2015-04,-75.120218,39.988815,2015,4,6,No,
308572,17,3,2015-04-06 17:28:00,2015-04-06,17:28:00,17,201517013879,1400 BLOCK POINT BREEZE AVE,300.0,Robbery Firearm,13,2015-04,-75.179952,39.934145,2015,4,6,No,
1782754,2,1,2015-04-06 18:14:00,2015-04-06,18:14:00,18,201502021101,1500 BLOCK MC KINLEY ST,400.0,Aggravated Assault Firearm,2,2015-04,-75.076025,40.035522,2015,4,6,No,
1445232,35,1,2015-04-06 18:58:00,2015-04-06,18:58:00,18,201535026917,100 BLOCK ROSEMAR ST,400.0,Aggravated Assault Firearm,20,2015-04,-75.122932,40.043902,2015,4,6,No,
1445243,35,3,2015-04-06 19:17:00,2015-04-06,19:17:00,19,201535026947,1800 BLOCK 67TH AVE,400.0,Aggravated Assault Firearm,20,2015-04,-75.147873,40.056063,2015,4,6,No,
385564,39,3,2015-04-06 19:55:00,2015-04-06,19:55:00,19,201539026318,2500 BLOCK W INDIANA AVE,1500.0,Weapon Violations,21,2015-04,-75.171375,40.00079,2015,4,6,No,
826419,14,2,2015-04-06 20:03:00,2015-04-06,20:03:00,20,201514025715,0 BLOCK E ASHMEAD ST,100.0,Homicide - Criminal,10,2015-04,-75.166022,40.031425,2015,4,6,No,
186174,25,1,2015-04-06 20:32:00,2015-04-06,20:32:00,20,201525026263,600 BLOCK W PIKE ST,300.0,Robbery Firearm,18,2015-04,-75.138195,40.010699,2015,4,6,No,
467138,16,1,2015-04-06 21:51:00,2015-04-06,21:51:00,21,201516014334,3700 BLOCK ASPEN ST,400.0,Aggravated Assault Firearm,12,2015-04,-75.197758,39.966896,2015,4,6,Yes,Drexel University
467248,16,1,2015-04-06 22:49:00,2015-04-06,22:49:00,22,201516014335,3700 BLOCK ASPEN ST,400.0,Aggravated Assault Firearm,12,2015-04,-75.197758,39.966896,2015,4,6,Yes,Drexel University
1463196,39,1,2015-04-06 22:59:00,2015-04-06,22:59:00,22,201539026397,200 BLOCK W PENN ST,400.0,Aggravated Assault Firearm,21,2015-04,-75.17456,40.027729,2015,4,6,No,
2041521,19,3,2015-04-06 23:10:00,2015-04-06,23:10:00,23,201519031110,5400 BLOCK STEWART ST,300.0,Robbery Firearm,15,2015-04,-75.230183,39.978512,2015,4,6,No,
1462343,15,3,2015-04-06 23:25:00,2015-04-06,23:25:00,23,201515031082,7300 BLOCK FRANKFORD AVE,300.0,Robbery Firearm,11,2015-04,-75.040753,40.03685,2015,4,6,No,
1439434,12,2,2015-04-07 00:27:00,2015-04-07,00:27:00,0,201512026042,2100 BLOCK S DAGGETT ST,1500.0,Weapon Violations,9,2015-04,-75.235957,39.92633,2015,4,7,No,
202503,35,3,2015-04-07 06:57:00,2015-04-07,06:57:00,6,201535027051,1700 BLOCK W CHEW AVE,300.0,Robbery Firearm,20,2015-04,-75.150419,40.040613,2015,4,7,No,
801219,39,2,2015-04-07 09:04:00,2015-04-07,09:04:00,9,201539026474,1500 BLOCK W ERIE AVE,400.0,Aggravated Assault Firearm,21,2015-04,-75.154025,40.009565,2015,4,7,No,
1708476,26,1,2015-04-07 10:14:00,2015-04-07,10:14:00,10,201526016800,700 BLOCK W CUMBERLAND ST,1500.0,Weapon Violations,19,2015-04,-75.145186,39.989534,2015,4,7,No,
1134852,22,1,2015-04-07 10:46:00,2015-04-07,10:46:00,10,201522029887,2200 BLOCK N 12TH ST,400.0,Aggravated Assault Firearm,16,2015-04,-75.152305,39.986891,2015,4,7,No,
1493558,14,1,2015-04-07 12:23:00,2015-04-07,12:23:00,12,201514025884,1400 BLOCK VERNON RD,1500.0,Weapon Violations,10,2015-04,-75.167573,40.072796,2015,4,7,No,
1134964,22,1,2015-04-07 13:31:00,2015-04-07,13:31:00,13,201522029927,2200 BLOCK N 12TH ST,400.0,Aggravated Assault Firearm,16,2015-04,-75.152321,39.986821,2015,4,7,No,
1463208,39,3,2015-04-07 13:34:00,2015-04-07,13:34:00,13,201539026554,N 17TH ST / W TORONTO ST,400.0,Aggravated Assault Firearm,21,2015-04,-75.158143,40.000198,2015,4,7,No,
1360043,2,3,2015-04-07 14:12:00,2015-04-07,14:12:00,14,201502021266,1800 BLOCK COTTMAN AVE,1500.0,Weapon Violations,2,2015-04,-75.069462,40.053093,2015,4,7,No,
457975,24,2,2015-04-07 14:20:00,2015-04-07,14:20:00,14,201524029455,2200 BLOCK E ALLEGHENY AVE,300.0,Robbery Firearm,17,2015-04,-75.10783,39.990125,2015,4,7,No,
223150,25,2,2015-04-07 14:56:00,2015-04-07,14:56:00,14,201525026490,100 BLOCK W LUZERNE STREET,1500.0,Weapon Violations,18,2015-04,-75.130461,40.01136,2015,4,7,No,
301603,18,2,2015-04-07 16:17:00,2015-04-07,16:17:00,16,201518021058,5300 BLOCK IRVING ST,1500.0,Weapon Violations,14,2015-04,-75.228399,39.955579,2015,4,7,No,
375274,35,2,2015-04-07 16:59:00,2015-04-07,16:59:00,17,201535027235,5400 BLOCK N MARVINE ST,1500.0,Weapon Violations,20,2015-04,-75.140932,40.035282,2015,4,7,No,
130293,24,2,2015-04-07 17:36:00,2015-04-07,17:36:00,17,201524029523,KENSINGTON AV / E ALLEGHENY AV,300.0,Robbery Firearm,17,2015-04,-75.113358,39.996526,2015,4,7,No,
936045,19,2,2015-04-07 17:51:00,2015-04-07,17:51:00,17,201519031394,1200 BLOCK N 56TH ST,400.0,Aggravated Assault Firearm,15,2015-04,-75.232761,39.971973,2015,4,7,No,
825473,35,2,2015-04-07 18:51:00,2015-04-07,18:51:00,18,201535027260,5300 BLOCK N 05TH ST,100.0,Homicide - Criminal,20,2015-04,-75.131226,40.033377,2015,4,7,No,
570042,25,1,2015-04-07 21:41:00,2015-04-07,21:41:00,21,201525026567,4000 BLOCK N REESE ST,400.0,Aggravated Assault Firearm,18,2015-04,-75.136454,40.012285,2015,4,7,No,
1368513,12,4,2015-04-07 22:01:00,2015-04-07,22:01:00,22,201512026302,5000 BLOCK BEAUMONT ST,300.0,Robbery Firearm,9,2015-04,-75.221214,39.945943,2015,4,7,No,
202514,35,3,2015-04-07 22:43:00,2015-04-07,22:43:00,22,201535027333,6700 BLOCK OGONTZ AVE,300.0,Robbery Firearm,20,2015-04,-75.149532,40.056253,2015,4,7,No,
1621473,14,4,2015-04-07 23:47:00,2015-04-07,23:47:00,23,201514026106,1000 BLOCK E MOUNT AIRY AVE,400.0,Aggravated Assault Firearm,10,2015-04,-75.17968,40.071096,2015,4,7,Yes,Lutheran Theological Seminary
223161,25,3,2015-04-08 00:59:00,2015-04-08,00:59:00,0,201525026605,100 BLOCK W LEHIGH AVE,1500.0,Weapon Violations,18,2015-04,-75.131161,39.990976,2015,4,8,No,
375285,35,3,2015-04-08 02:07:00,2015-04-08,02:07:00,2,201535027363,N 18TH ST / STENTON AVE,1500.0,Weapon Violations,20,2015-04,-75.14871,40.050787,2015,4,8,No,
1754309,25,3,2015-04-08 09:05:00,2015-04-08,09:05:00,9,201525026656,100 BLOCK W ERIE AVE,1500.0,Weapon Violations,18,2015-04,-75.129941,40.007081,2015,4,8,No,
1247391,24,2,2015-04-08 10:45:00,2015-04-08,10:45:00,10,201524029714,2900 BLOCK MARTHA ST,400.0,Aggravated Assault Firearm,17,2015-04,-75.115753,39.987558,2015,4,8,No,
1836934,15,3,2015-04-08 13:24:00,2015-04-08,13:24:00,13,201515031521,7200 BLOCK FRANKFORD AVE,300.0,Robbery Firearm,11,2015-04,-75.041806,40.036241,2015,4,8,No,
1906636,8,1,2015-04-08 13:39:00,2015-04-08,13:39:00,13,201508013249,8700 BLOCK HOLME DR,400.0,Aggravated Assault Firearm,7,2015-04,-75.017589,40.05614,2015,4,8,No,
1853123,15,3,2015-04-08 13:51:00,2015-04-08,13:51:00,13,201515031527,4100 BLOCK RHAWN ST,300.0,Robbery Firearm,11,2015-04,-75.027699,40.040194,2015,4,8,No,
202525,35,1,2015-04-08 22:23:00,2015-04-08,22:23:00,22,201535027668,5600 BLOCK N 05TH ST,300.0,Robbery Firearm,20,2015-04,-75.130564,40.0365,2015,4,8,No,
